Year,Value,UNIT_MEASURE,SERIES
2006,2.1777810169107,PT,SE_ADT_EDUCTRN
2007,2.15766816184931,PT,SE_ADT_EDUCTRN
2008,2.13075550414031,PT,SE_ADT_EDUCTRN
2009,1.90901995619569,PT,SE_ADT_EDUCTRN
2010,2.11272856926009,PT,SE_ADT_EDUCTRN
2011,2.18183738605587,PT,SE_ADT_EDUCTRN
2012,2.23761247360216,PT,SE_ADT_EDUCTRN
2014,1.74418466019195,PT,SE_ADT_EDUCTRN
2016,8.7,PT,SE_ADT_EDUCTRN
