Year,SERIES,UNIT_MEASURE,Value
2017,Proportion of transboundary aquifers with an operational arrangement for water cooperation [6.5.2],Percent,73.31999999999998
2017,Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation [6.5.2],Percent,92.6
2017,Proportion of transboundary river and lake basins with an operational arrangement for water cooperation [6.5.2],Percent,96.14
