Year,Value,UNIT_MEASURE,SERIES
2009,29.6,PT,SI_COV_PENSN
2001,1.2,PT,SI_COV_UEMP
2005,1.6,PT,SI_COV_UEMP
2007,1.6,PT,SI_COV_UEMP
2009,2.4,PT,SI_COV_UEMP
2010,2.6,PT,SI_COV_UEMP
2011,2.0,PT,SI_COV_UEMP
2007,2.03118,PT,SI_COV_LMKT
2007,20.50947,PT,SI_COV_SOCAST
2015,17.4175,PT,SI_COV_SOCAST
2007,41.523790000000005,PT,SI_COV_SOCINS
2015,40.16296,PT,SI_COV_SOCINS
